electricity	repaired	supply, power-usage, static and figurative excitement senses; uncountable throughout, correctly so
electronic	repaired	four adjective rows across distinct senses plus the plural noun electronics; agreement correct
employ	repaired	hire and make-use-of verb senses with employed/employs/employ/employing, plus the noun in its employ
employee	repaired	one noun sense in five rows; singular and plural alternate and every verb agrees with its subject
employer	repaired	single noun sense; three singular and two plural rows, all with correct verb agreement
empty	repaired	adjective with comparative emptier, the figurative empty-promises sense, a verb row and the noun empties
ending	repaired	story-ending and grammatical-ending nouns plus the present-participle verb row; POS tags all correct
energy	repaired	vigour, atmosphere, power and physics senses plus the plural energies; natural collocations
engine	repaired	motor, steam engine, search engine and the figurative driver-of-economy sense; all well formed
engineer	repaired	professional and software-engineer nouns, the train-engineer sense, plural, and one verb row
enormous	repaired	one adjective sense in five varied attributive and predicative slots; all collocations plausible
enter	repaired	go-into, type-in and enter-a-period-of-life senses with four inflected forms; agreement correct
environment	repaired	natural environment, social atmosphere, habitat and computing-environment senses; all noun and correct
equipment	repaired	single uncountable noun sense in five rows; treated as uncountable throughout, no plural error
error	repaired	mistake, margin-of-error, computer-error and error-of-his-ways senses; singular and plural both correct
especially	repaired	four adverb senses including the not-especially and especially-to-help uses; all natural
essay	repaired	one noun sense in five rows; singular and plural alternate and each verb agrees correctly
everyday	repaired	three adjective senses, all attributive, and none confused with the two-word every day
everywhere	repaired	adverb rows in varied positions plus one nominal everywhere-was-closed row matching its noun sense
evidence	repaired	proof and legal-exhibit noun senses plus one passive verb row is evidenced by; all correct
exact	repaired	precise adjective rows, the exact-about-arriving sense, and the adverbial exact same row
exactly	repaired	precisely and agreement senses plus one interjection row; POS tags match each slot
excellent	repaired	five adjective rows across three closely related senses; all natural attributive collocations
except	repaired	two preposition rows, two conjunction rows, and the verb row Maria excepted; POS split is clean
exist	repaired	one verb sense in five rows with exist/exists/existed/existing; all agreement correct
