to	repaired	preserved rank 1 and replaced four duplicates with source-aligned uses
today	repaired	preserved rank 1 and replaced four duplicates with distinct contexts
together	repaired	preserved rank 1 and replaced four duplicates with distinct adverb uses
toilet	repaired	replaced duplicate placeholders with common room and fixture senses
tomato	repaired	replaced duplicate placeholders with fruit plant and color senses
tomorrow	repaired	preserved rank 1 and replaced four duplicates with adverb and noun contexts
tonight	repaired	preserved rank 1 and replaced four duplicates with evening and nighttime contexts
too	repaired	preserved rank 1 and replaced four duplicates with addition and excess senses
tooth	repaired	replaced duplicate placeholders with supported singular plural and projection senses
topic	repaired	replaced duplicate placeholders with distinct subject contexts
tourist	repaired	replaced duplicate placeholders with natural leisure-visitor contexts
town	repaired	replaced duplicate placeholders with common settlement and locality uses
traffic	repaired	replaced duplicate placeholders with road transport and data senses
train	repaired	replaced duplicate placeholders and corrected railway sense assignment
travel	repaired	preserved rank 1 and replaced four duplicates with verb forms and noun use
