radio	repaired	r2/r3 pointed at 38846 (the technology) while meaning the device 38847; rank 1 flat
rain	repaired	rank 1 was 6 flat words with no situation; two verb rows under 6 words
read	repaired	r5 "her read of the poem" is interpretation 38881, not 38879; rank 1 flat
reading	repaired	rank 1 generic; r3 "Good reading takes practice." states no situation
ready	repaired	readier/readiest rows unnatural; replaced with verb forms readied/readies; noun 38923 (slang cash) skipped
real	repaired	realer/realest awkward; adv 38936 "real good" is colloquial-only; spread over sincere/utter senses
really	repaired	"more really"/"most really" were fabricated forms the source does not supply; full rewrite on adv senses only
reason	repaired	rank 1 used B2 word delay and was flat; added motive/persuade senses
red	repaired	reddest row thin; rank 1 now the flushed-face sense 38983; verb and intj senses skipped as rare
relax	repaired	all five rows pointed at 38994 "make something loose" while meaning 38998/38997
remember	repaired	rank 1 was 4 words; r3 "remembered to lock the door" is 39006 not 39003
repeat	repaired	rank 1 was 4 words; added recur sense and the noun (a rerun)
report	repaired	rank 1 was 4 words; r3 is notify-authorities 39030, not 39027; added journalism sense
restaurant	pass	single noun sense, all five rows correctly labelled, natural sentences, both forms used
result	repaired	rank 1 was 4 words; r4 thin; r5 used B2 word delay; only two forms
return	repaired	r1 labelled 39055 but means give-back 39061; r2 labelled 39056 but means come-back 39055; two rows under 6 words
rice	repaired	r2 labelled 39092 (a variety) while meaning cooked food 39093; verb 39097 (ricer) is culinary jargon, skipped
rich	repaired	r3 labelled 39105 (remunerative) while meaning fertile soil 39107; rank 1 was 5 words; verb senses all obsolete, skipped
ride	repaired	three rows under 6 words; added the passenger sense and the fairground-ride noun
right	repaired	r1 labelled body-side 39154 while meaning correct 39156; r2 labelled adj but used adverbially; righter/rightest fabricated
river	repaired	r3 "Small streams river through the field." is a fabricated verb usage (only sense 39193 is poker jargon)
road	repaired	r3 sat on archaic railroad sense 39200; rank 1 was 5 words; road-adj is sports/cycling jargon, skipped
room	repaired	r1/r4/r5 sat on archaic 39209 (scope/opportunity) while meaning a physical room; rank 1 was 4 words
routine	repaired	rank 1 was 5 words and stated no situation; added the performance sense and the plural
rule	repaired	rank 1 was 4 words; only two forms; added judicial-ruling and reign senses
