strongly	repaired	Replaced five awkward physical-force collocations with natural opinion, recommendation, opposition, smell, and feeling uses
studio	repaired	Removed corrupted apostrophes from the source gloss context and rank 4 sentence
stuff	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
substance	repaired	Added the missing definite article in rank 4
successfully	repaired	Removed redundant uses of successfully with passed and without errors
sudden	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
suffer	repaired	Replaced vague team and noise suffering examples with clear hardship contexts
suitable	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
summarize	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
summary	repaired	Qwen marked five noun uses as an adjective; corrected all rows to the common condensed-presentation noun sense and repaired wording
supply	repaired	Removed the repetitive phrase 'supplier will supply'
supporter	repaired	Corrected singular-plural agreement in rank 4
surely	repaired	Replaced five unnatural adverb placements with natural without-fail predictions
surface	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
survive	repaired	Corrected shipwreck, outliving, and desert examples to their specific survive senses and removed redundancy
switch	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
symptom	repaired	Corrected singular-plural agreement in rank 2
tail	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
talent	repaired	Removed an unsupported universal claim about every child
talented	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
tape	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
tax	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
technical	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
technique	repaired	Removed the redundant phrase 'mastered the technique perfectly'
tend	repaired	Qwen used the rare offer-or-tender sense in five unnatural sentences; replaced all with the common likelihood or habitual-tendency sense
