lake	repaired	Replaced five duplicated placeholders with water-body, liquid, and technical verb senses.
lamp	repaired	Replaced five duplicated placeholders with electric, oil, furniture, and night-hunting uses.
laptop	repaired	Replaced five duplicated placeholders with sourced noun, adjective, and uncommon verb uses.
laughter	repaired	Replaced five duplicated placeholders with distinct sound and physical-expression contexts.
law	repaired	Replaced five duplicated placeholders with legal-system, subject-specific, scientific-rule, and enforcement uses.
lawyer	repaired	Replaced five duplicated placeholders with qualified professional and informal verb uses.
lazy	repaired	Preserved canonical rank 1 and replaced duplicate rows with supported adjective forms and verb use.
lead	repaired	Replaced five duplicated placeholders with guiding verbs, metal noun, and principal adjective.
leader	repaired	Replaced five duplicated placeholders with general, authority, industry, and musical leadership senses.
learning	repaired	Replaced five duplicated placeholders with process, knowledge, learned item, and participle uses.
least	repaired	Preserved canonical rank 1 and replaced duplicate rows with adjective, determiner, adverb, and pronoun uses.
lecture	repaired	Replaced five duplicated placeholders with lesson, class, scolding, teaching, and berating senses.
lemon	repaired	Replaced five duplicated placeholders with fruit, color, defective-item, and flavoring uses.
lend	repaired	Preserved canonical rank 1 and replaced duplicate rows with temporary-use, loan, and suitability senses.
less	repaired	Preserved canonical rank 1 and replaced duplicate rows with adverb, determiner, preposition, and noun uses.
level	repaired	Preserved canonical rank 1 and replaced duplicate rows with calm adjective, degree noun, and flattening verb uses.
lifestyle	repaired	Replaced five duplicated placeholders with living-style and market-profile contexts.
lift	repaired	Preserved canonical rank 1 and replaced duplicate rows with raising verb, elevator, and ride senses.
likely	repaired	Preserved canonical rank 1 and replaced duplicate rows with probability adjective and adverb uses.
link	repaired	Replaced five duplicated placeholders with connection, hyperlink, chain, and linking verb senses.
listener	repaired	Replaced five duplicated placeholders with audience, attentive-person, and computing senses.
lock	repaired	Replaced five duplicated placeholders with fastening, canal, transitive, and intransitive verb uses.
lorry	repaired	Replaced five duplicated placeholders with goods vehicle, open truck, and transport verb uses.
lost	repaired	Preserved canonical rank 1 and replaced duplicate rows with past-lose and direction adjective uses.
loud	repaired	Preserved canonical rank 1 and replaced duplicate rows with intensity, noisy, gaudy, and adverb uses.
