greet	repaired	preserved rank 1 and replaced four duplicates with supported verb forms
ground	repaired	replaced five duplicate placeholders with surface soil punishment and ground-form senses
guest	repaired	replaced five duplicate placeholders with visitor hotel broadcast and guesting uses
guide	repaired	replaced five duplicate placeholders with person document and directing uses
gun	repaired	replaced five duplicate placeholders with safe firearm signal and tool contexts
guy	repaired	replaced five duplicate placeholders with common person and affectionate animal uses
habit	repaired	replaced five duplicate placeholders with routine automatic and addiction senses
hall	repaired	replaced five duplicate placeholders with corridor meeting and residence senses
happily	repaired	preserved rank 1 and replaced four duplicates with cheerful willing and fortunate uses
headache	repaired	replaced five duplicate placeholders with pain and figurative problem senses
heart	repaired	replaced five duplicate placeholders with organ courage center and affection senses
heat	repaired	replaced five duplicate placeholders with temperature and supported verb forms
heavy	repaired	preserved rank 1 and replaced four duplicates with weight and intensity senses
height	repaired	replaced five duplicate placeholders with measurement altitude and maximum senses
helpful	repaired	preserved rank 1 and replaced four duplicates with supported adjective forms
hero	repaired	replaced five duplicate placeholders with brave person role model and protagonist senses
hers	repaired	preserved rank 1 and replaced four duplicates with possessive and home uses
herself	repaired	preserved rank 1 and replaced four duplicates with reflexive and emphatic uses
hide	repaired	preserved rank 1 and replaced four duplicates with supported verb forms
hill	repaired	replaced five duplicate placeholders with landmass and sloping-road senses
himself	repaired	preserved rank 1 and replaced four duplicates with reflexive and emphatic uses
hit	repaired	preserved rank 1 and replaced four duplicates with contact button action and success senses
hockey	repaired	replaced five duplicate placeholders with general field and ice hockey senses
hold	repaired	preserved rank 1 and replaced four duplicates with grip contain and reserve senses
hole	repaired	replaced five duplicate placeholders with cavity opening and weakness senses
