reservation	repaired	Corrected five booking examples from the generic withholding sense to the advance-arrangement sense and repaired awkward wording
resource	repaired	Corrected missing articles and number agreement across four resource examples
respect	repaired	Repaired the unnatural collocation 'give respect to'
responsibility	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
responsible	repaired	Removed ambiguous modal wording about blame for missing documents
retire	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
retired	repaired	Qwen selected the secluded-lifestyle sense and produced unnatural rows; replaced all with the common former-employment adjective
revise	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
risk	repaired	Removed a corrupted apostrophe from rank 4
robot	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
roll	repaired	Corrected subject-verb agreement in all five Qwen rows and added natural inflection variety
romantic	repaired	Replaced an awkward unrealistic-ideas block with the common loving or conducive-to-romance adjective sense
rope	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
rough	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
row	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
royal	repaired	Removed the royal-blue color use that did not match the monarchy sense
rugby	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
safety	repaired	Repaired two unnatural safety collocations
sailor	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
sample	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
sand	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
scan	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
scientific	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
script	repaired	Replaced a niche ancient-writing block with the common film and stage dialogue document sense
sculpture	repaired	Qwen candidate passed human semantic, grammar, and naturalness review; approved as complete overlay
