will	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct source-grounded verb and noun uses.
win	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct supported forms and common victory senses.
window	repaired	Replaced five duplicated placeholders with distinct common noun senses.
wine	repaired	Replaced five duplicated placeholders with distinct supported noun and verb uses.
winter	repaired	Replaced five duplicated placeholders with distinct seasonal noun and verb uses.
with	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct common prepositional senses.
without	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct adverb and prepositional uses.
woman	repaired	Replaced five duplicated placeholders with natural singular and plural noun examples.
wonderful	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct supported adjective forms.
word	repaired	Replaced five duplicated placeholders with distinct noun senses and a supported verb use.
work	repaired	Replaced five duplicated placeholders with common noun and verb senses and supported forms.
worker	repaired	Replaced five duplicated placeholders with human, insect, and computing senses.
world	repaired	Replaced five duplicated placeholders with distinct common and source-supported noun senses.
would	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct common modal uses.
write	repaired	Preserved canonical rank 1 and replaced duplicate rows with distinct supported forms and writing senses.
